,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
75,112.0,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,21,39,-0.2999999950000001,0.06329113917374353,12.680555555555555,0.4709748083242059,5.260612145551905,12.680555555555555,430,913,2.5642857142857145,2,6.637458926615553
76,113.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,25,25,0.0,0.12224938845415798,18.84,0.23991507430997877,7.631966029723992,18.84,113,471,2.0089086859688194,42,5.48619957537155
77,114.0,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,36,65,-0.2871287100284286,0.09404096825508289,14.26086956521739,0.4695121951219512,5.892152704135737,14.26086956521739,462,982,2.5494276795005204,7,7.0285132382892055
78,115.0,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,33,52,-0.22352940913494815,0.13343799037136894,8.181818181818182,0.36984126984126986,3.420663780663781,8.181818181818182,233,621,2.303514376996805,7,6.173913043478261
79,116.0,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,8,14,-0.27272726033057904,0.09954751086177598,9.95,0.47738693467336685,4.170954773869346,9.95,95,199,2.7527472527472527,1,7.326633165829146
80,117.0,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,46,91,-0.3284671508871011,0.09428768059581026,13.739583333333334,0.4488248673237301,5.675363280262825,13.739583333333334,592,1316,2.445063694267516,6,6.698328267477204
81,118.0,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,34,64,-0.30612244585589343,0.1424418602580787,11.84375,0.36015831134564646,4.881563324538259,11.84375,273,751,2.2410119840213047,34,6.1118508655126496
82,119.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,33,66,-0.33333332996633,0.09482758611606552,9.96938775510204,0.44319344933469806,4.165032481774696,9.96938775510204,433,973,2.46524064171123,12,6.549845837615622
83,120.0,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,40,78,-0.32203389557598394,0.11523437488746642,13.038461538461538,0.4631268436578171,5.400635352847742,13.038461538461538,471,1015,2.513595166163142,7,6.758620689655173
84,121.0,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,20,41,-0.34426228943832315,0.09902597386521758,10.436363636363636,0.44076655052264807,4.350852074754513,10.436363636363636,253,570,2.5386064030131825,7,6.585964912280701
85,122.0,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,57,17,0.5405405332359388,0.06751824811357823,15.838709677419354,0.5071283095723014,6.538335194796662,15.838709677419354,498,980,2.6691022964509394,2,7.158163265306122
86,123.0,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,16,24,-0.19999999500000012,0.07797270939966333,14.65625,0.4541577825159915,6.044163113006397,14.65625,213,468,2.5267857142857144,3,6.767094017094017
87,124.0,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,35,83,-0.40677965756966394,0.14390243884889947,12.426229508196721,0.46174142480211083,5.155188373199533,12.426229508196721,350,754,2.589115646258503,6,6.9190981432360745
88,125.0,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,8,17,-0.35999998560000057,0.14792899320752076,10.133333333333333,0.4868421052631579,4.248070175438596,10.133333333333333,74,151,2.5328947368421053,2,7.105960264900662
89,126.0,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,5,6,-0.09090908264462885,0.0351437698557707,11.52,0.4652777777777778,4.794111111111111,11.52,134,287,2.6339622641509433,1,6.7979094076655056
90,127.0,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,23,57,-0.4249999946875001,0.07332722266422802,19.862745098039216,0.4136229022704837,8.11054720012388,19.862745098039216,419,1013,2.6724667349027635,2,7.014807502467917
91,128.0,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,82,32,0.4385964873807326,0.10555555545781892,13.972222222222221,0.47713717693836977,5.779743759664237,13.972222222222221,480,1001,2.538306451612903,0,6.949050949050949
92,129.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,27,22,0.10204081424406503,0.05737704911314163,11.952380952380953,0.4714475431606906,4.969531398216658,11.952380952380953,355,751,2.6387362637362637,6,7.021304926764314
93,130.0,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,26,19,0.1555555520987655,0.10158013521088005,15.37037037037037,0.5831325301204819,6.381401160196341,15.37037037037037,242,415,2.801955990220049,0,7.474698795180723
94,131.0,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,7,10,-0.17647057785467188,0.07203389799985636,17.454545454545453,0.515625,7.188068181818181,17.454545454545453,99,191,2.763157894736842,4,7.178010471204188
95,132.0,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,6,7,-0.07692307100591762,0.07065217352906428,11.75,0.31382978723404253,4.825531914893617,11.75,59,187,2.1774193548387095,7,5.957219251336898
96,133.0,https://insights.blackcoffer.com/continued-demand-for-sustainability/,0,16,-0.9999999375000038,0.07476635479081142,12.533333333333333,0.5319148936170213,5.226099290780142,12.533333333333333,100,188,2.6815642458100557,4,7.180851063829787
97,134.0,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,4,7,-0.2727272479338866,0.07051282006081526,13.4,0.3880597014925373,5.5152238805970155,13.4,52,134,2.4596774193548385,3,6.231343283582089
98,135.0,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,5,11,-0.37499997656250145,0.11851851764060357,8.3125,0.5639097744360902,3.5505639097744366,8.3125,75,133,2.7593984962406015,6,7.225563909774436
99,136.0,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,8,3,0.4545454132231443,0.08148148087791496,7.2,0.3888888888888889,3.035555555555556,7.2,42,108,2.595744680851064,0,6.425925925925926
100,137.0,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,14,51,-0.569230760473373,0.11607142836415817,11.0,0.43042671614100186,4.572170686456401,11.0,232,539,2.448,0,6.486085343228201
101,138.0,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,5,20,-0.599999976000001,0.09652509615241275,15.0,0.41568627450980394,6.166274509803922,15.0,106,252,2.3983739837398375,3,6.515873015873016
102,139.0,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,37,69,-0.3018867896048416,0.09851301106086151,12.27710843373494,0.5103042198233563,5.114965061423319,12.27710843373494,520,1018,2.6687054026503567,0,6.950884086444008
103,140.0,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,5,24,-0.655172391200952,0.08381502865949414,10.212121212121213,0.45103857566765576,4.265263915115548,10.212121212121213,152,336,2.4654654654654653,1,6.851190476190476
104,141.0,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,11,11,0.0,0.05774278200067511,11.558823529411764,0.48346055979643765,4.816913635683282,11.558823529411764,190,390,2.493606138107417,2,7.223076923076923
105,142.0,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,21,27,-0.1249999973958334,0.09108159375506339,9.648148148148149,0.4798464491362764,4.051197838913771,9.648148148148149,250,518,2.5603112840466924,9,7.322393822393822
106,143.0,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,35,12,0.4893616917157087,0.06861313858596622,11.814814814814815,0.49216300940438873,4.922791129687681,11.814814814814815,314,638,2.595505617977528,1,6.982758620689655
108,145.0,https://insights.blackcoffer.com/blockchain-in-fintech/,26,46,-0.27777777391975317,0.1012658226423828,9.068493150684931,0.5211480362537765,3.8358564747754835,9.068493150684931,345,662,2.5779816513761467,2,6.81570996978852
109,146.0,https://insights.blackcoffer.com/blockchain-for-payments/,29,3,0.8124999746093758,0.0975609753123141,12.346153846153847,0.5763239875389408,5.168991133477116,12.346153846153847,185,318,2.802507836990596,0,7.7421383647798745
110,147.0,https://insights.blackcoffer.com/the-future-of-investing/,33,41,-0.10810810664718776,0.12251655608854875,9.046153846153846,0.4608843537414966,3.8028152799581374,9.046153846153846,271,585,2.5247863247863247,8,6.823931623931624
111,148.0,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,67,31,0.3673469350270721,0.08200836813221056,14.506493506493506,0.5568487018800358,6.025336883349417,14.506493506493506,622,1117,2.773017319963537,1,7.375111906893465
112,149.0,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,57,36,0.22580644918487688,0.11411042930783996,10.82857142857143,0.4340369393139842,4.5050433471541655,10.82857142857143,329,753,2.4436997319034854,6,6.553784860557769
113,150.0,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,65,37,0.27450980123029606,0.09770114933170387,11.611764705882353,0.5643363728470111,4.870440431491746,11.611764705882353,557,982,2.7479591836734696,2,7.362525458248473
